Date,Cateogry,Sub-Category,Title,Question
Apr 16 2021 10:13 AM,Writing,Essay,Two advantages of incorporating play into the instruction of early childhood are : Play helps to...,"Two advantages of incorporating play into the instruction of early childhood are : Play helps to develop social skills. While playing together, children learn the importance of working together to achieve shared goals. Children also learn to cooperate, negotiate, and be confident as they work through their emotions. In general, they learn social skills, which are very important for their learning and language development (Granada (Preparatory School, 2018). When teachers incorporate play into early childhood instruction, they help develop children's cognitive, motor, and critical thinking skills. As children develop necessary thinking skills, they develop the ability to analyze and dissect information to make sense of it. They could apply it in the context of their environment. As a result, they could figure things out for themselves, asking the right questions when encountering challenges to gain clarity and make sense of their world (Granada (Preparatory School, 2018). Through play, children become creative. They apply critical thinking and motor skills to produce new and different things. As they take part in pretend and imaginative play, they build a foundation that prepares them to operate in the real world. Comment as you see fit. Min 40 words or more"
Apr 17 2021 06:58 AM,Writing,Essay,The benefits of incorporating play into early childhood education are numerous. Children not only...,"The benefits of incorporating play into early childhood education are numerous. Children not only learn about the world around them through exploration, they learn about themselves.... what they like or do not like, what they are good at or need help with, what they want to learn more about or try. Children learn creativity, problem-solving skills, and communication skills while playing with other children. They may make up a game on the playground, solve an argument of who goes first or try out new words, tell stories, and play make-believe together. Children also learn social skills and how to interact with others. They learn that they do not always get the toy they want or get to go first in a game. They learn to work together and play together. comment as you see fit. Min 30 words or more"
Apr 17 2021 10:03 PM,Writing,Essay,"How do licensure, accreditation, certification, and education (LACE) considerations differ for...","How do licensure, accreditation, certification, and education (LACE) considerations differ for all four APN clinical roles (CNP, CNM, CRNA, CNS) for these three states: California, Washington, and Illinois? Provide evidence for your response. Discuss what evidence-based strategies should be implemented to achieve continuity between state regulatory boards. Provide evidence for your response. Is independent NP practice allowed in your state? Discuss your opinion regarding independent NP practice in your state. Should NPs be allowed to practice independently? Provide evidence for your response. need a power point presentation about these. I can provide reference copy also"
Apr 19 2021 08:17 AM,Writing,Essay,Argue whether patriarchy has had a positive or negative effect on Australian designs. Ilustrate...,Argue whether patriarchy has had a positive or negative effect on Australian designs. Ilustrate your argument by referring to two designs.
Apr 19 2021 08:11 AM,Writing,Essay,Compare and contrast the significance of the blanket in “The Blanket” by Floyd Dell and the...,Compare and contrast the significance of the blanket in “The Blanket” by Floyd Dell and the bracelet in “The Bracelet” by Yoshiko Uchida.
Apr 19 2021 09:05 AM,Writing,Essay,"compare and contrast the significance of the blanket in ""The Blanket"" by Floyd Dell and the...","compare and contrast the significance of the blanket in ""The Blanket"" by Floyd Dell and the bracelet in ""The Bracelet"" by Yoshiko Uchida?"
Apr 19 2021 08:17 AM,Writing,Essay,Argue whether patriarchy has had a positive or negative impact on Australian deigns. Illustrate...,Argue whether patriarchy has had a positive or negative impact on Australian deigns. Illustrate your argument by referring to two designs.
Apr 19 2021 06:29 AM,Writing,Essay,Healthcare administrators have an ethical obligation to provide all the resources necessary to...,"Healthcare administrators have an ethical obligation to provide all the resources necessary to deliver evidence-based care, regardless of constraining budgetary factors.
         
            
             
                 
                     Attachments:  
                 
                 202130-HLSC22....pdf"
Apr 20 2021 11:18 AM,Writing,Essay,"Briefly describe the difference between Tier 1, Tier 2, and Tier 3 interventions. How can...","Briefly describe the difference between Tier 1, Tier 2, and Tier 3 interventions. How can interventions for all three tiers be incorporated into one lesson (early childhood education)? Share examples you have researched or observed. Min 40 words or more"
Apr 20 2021 10:39 AM,Writing,Essay,The point-biserial correlation and the independent-measures t test can both be used to evaluate...,"The point-biserial correlation and the independent-measures t test can both be used to evaluate the same set of data. Answer all of the questions below in your own words: a. What is measured by the correlation? What is measured by the t test? b. What factor can influence the outcome of the t test, but has no influence on the size of the correlation? Explain."
Apr 21 2021 10:52 AM,Writing,Essay,"The RTI Action Network refers to Tier 1 as all students receiving a high-quality, scientifically...","The RTI Action Network refers to Tier 1 as all students receiving a high-quality, scientifically based core instruction that is differentiated to meet their individual needs and are screened periodically to identify if the students are struggling and need additional support (Feldman, n.d.). Tier 2 refers to students who are not making adequate progress within the core curriculum and are provided with intensive individual or small group instruction to meet their individual needs based on their performance levels and rates of progress (Feldman, n.d.). Whereas Tier 3 refers to students who receive individualized, intensive interventions specific to the student’s skill deficit and prevention of additional learning deficiencies (Feldman, n.d.). One strategy I have seen with regards to interventions in a  preschool setting for all three tiers in one lesson is grouping students in small groups and in one-on-one interventions. As preschool classrooms tend to be smaller in size, the teacher placed one tier 1 student with one or two tier 2 students in a small group with whom she will work with. She will also pair one tier 1 student with a tier 3 student when she feels the intervention is best suited. However, and more often than not, the teacher, instructional assistant, or therapist will work one-on-one with tier 3 students. Comment as you see fit. Min 40 words or more"
Apr 21 2021 11:02 AM,Writing,Essay,PART TWO (2) The Rendezvous management hires six candidates to work in Jamaica. Rendezvous...,"PART TWO (2)    The Rendezvous management hires six candidates to work in Jamaica. Rendezvous management team feels confident that these six candidates can successfully open the new hotels in Jamaica. The success of these managers is vital to the success of setting up the new business, so management wants to ensure they provide effective support for them in terms of training and development. They believe that the best option is to divide training into two parts: pre-departure training and on-the-job training in the new country. Since the organization has never sent employees abroad before, they are not sure about what should be included in these training programs. The only mandatory area that must be included is an introductory language section (including basic business English and Jamaican patois/creole) so that the managers have a basic grasp of the English language and Jamaican patois/creole by the time they open the new hotels. However, they hope that the managers will enjoy their introductory language course and will continue to attend more advanced language classes when the new hotels are open.    The organization knows that training is important; but despite looking at what other companies offer, they cannot decide what the key training areas should be.                QUESTION TWO       i. Orientation is important in preparing the expatriate for their Jamaican assignment, and you are required to develop an orientation package that will help to minimize culture shock  AND ALSO minimize the health and safety concerns of the French expatriates. (20 marks)    ii. Defend the need to begin to prepare a comprehensive repatriation programme when the French expatriates will be required to return to the Parent Country, France. (15 marks)"
Apr 19 2021 04:40 PM,Writing,Essay,"Imagineyou have submitted your resume and application for the career path you chose in Week 1,...","Imagineyou have submitted your resume and application for the career path you chose in Week 1, and you have been selected for a face-to-face, behavioral-based interview. ReviewCh. 12 of  Career Directions  for strategies for successful interviews. Writea 350- to 525-word interview preparation plan by responding to the following questions: What makes a behavioral-based interview different from other types of interviews? What steps will you take to prepare for the interview? What do you need to bring with you to the interview? What are 5 to 6 interview questions you will be prepared to answer in the interview? How will you apply the STAR process when answering these questions? What questions will you ask during your interview? What do you need to remember about each of the 5 stages of an interview? Note:  This assignment does not require APA formatting and can be submitted in an outline form. 
         
            
             
                 
                     Attachments:  
                 
                 2021-04-18.png 2021-04-18--2....png 2021-04-18--1....png"
Apr 21 2021 10:16 AM,Writing,Essay,write a 1-2 paragraph answer to: “What to YOU is Comedy?” What do you find funny? Can you give...,"write a 1-2 paragraph answer to: “What to YOU is Comedy?” What do you find funny? Can you give examples of stories, authors or other arts that you find humor? Also, WHY do you find those things funny?"
Apr 24 2021 09:02 AM,Writing,Essay,Technology has increased rapidly in the past two decades. This rapid technological advancement...,"Technology has increased rapidly in the past two decades. This rapid technological advancement has provided organizations an opportunity to participate in an international marketplace. The international marketplace is portrayed by intense pressure and competition to drive cost down. The pure transactional way of sourcing materials is not realistic in the current modern era. Organizations should look for ways to restructure the ordering process and focus on their main competencies to sustain a competitive edge in the business market. This is only possible through the development of a strategic sourcing that would help the organizations in reducing their material and procurement costs. The shifts in economic trends and global expansion of businesses have augmented the intricacy of several supply chains, which have resulted in increased demand for successful supply chain management in current marketplace. Markets have become more globalized and organizations are affected by international trade either directly through their customers and supply chain or indirectly through the competitive strategies used by their industry rivals. Many organizations have attempted to develop partnerships or alliances with other supply chain members located in foreign countries, so that they could bypass the global business barriers created through the government policies, and gain access to foreign markets by managing the market risks. The rising level of foreign direct investment in recent years is the proof of this attempt by the organizations. The trend toward economic globalization has made alliances important for corporate strategy, since globalization drove the convergence of customer preferences and needs. The high cost of speedy technological changes made it impossible for a firm to offer customers the best products at the lowest price (Baldwin, 2013). Additionally, sharing huge gaining presence and fixed costs in foreign markets were also claimed as reasons for global alliances. These alliances have helped firms in elimination of duplicated research efforts and control uncertainty in competitive environment. In addition, alliances could also stimulate more research and development investment on both sides. The benefits of global alliance ranged from lowering risk & cost of high tech product development and gaining economies of scale, to reduction in transit time of products to market. Increased innovation, flexibility, better quality, strategic advantage, and economic necessity were also given as the benefits of global alliances. In the current, competitive business setting and global economy, organizations are highly recommended to actively monitor and manage their supply chain, because the suppliers can cause serious disruptions their operations otherwise (Seuring, 2013). During 90s, the trends such as just-in-time systems, supply base reduction, globalization and lean supply chain networks have inspired the supply chain leaders to put more emphasis on cost reduction and efficiency in their supply chains’ design, along with removal of non-value added activities and slack resources in order to minimize the costs of production. In the meantime, the emergent role of global supply chains helped in bringing unification among the manufacturers and suppliers worldwide, which led to higher dependency among the organizations dealing in the supply chain and a higher level of supply chain complexity. Global production has undergone a radical evolution during the past two decades (Baldwin, 2013). Improvements in information and communications technology (ICT) along with World Trade Organization’s push for low or no trade barriers have helped in emergence of fragmented value chains in world trade, where production is no longer managed within one country but is broken up and dispersed worldwide (Elms & Low, 2013). Furthermore, the dispersion and reorganization of production processes imply that each production task is now situated in the location with the utmost comparative advantage. Through production processes sub-divided into several stages all over the world, several countries have became involved in production networks that uses several intermediate inputs to create a final good to consumers. The supply chain experts have started to focus on developing and improving supply chain strategy, planning, and operations to enhance flexibility and service quality. Supply chain managers are focusing on reducing the cost of the supply chain process to become more competitive and to deliver the best value to the end users. Nonetheless, managing supply chains in a turbulent and competitive market is challenging, due to unexpected circumstances. The frequent occurrences of labor disputes, political changes within the areas of operation and of the supply chain and natural disasters are the most critical risks that supply chain managers must minimize and control. Supply chain managers should help the organizations in improving their efficiency of informational, physical and financial flows, when there is a possibility for joint problem-solving across supply chain partners to execute best practices (Seuring, 2013). With augmented proliferation of supply chain and the liberalization of cross border transactions since the 90s, many countries have quickly embedded into the global production networks. Highly institutionalized regulatory frameworks have helped the countries in improving their sense of confidence in their economy, which have also led them to attract much more investors then they were able to attract in previously. Businesses that are operating under accountable and transparent countries might have greater chances of business sentiment and higher trust in the system as compare to the countries that have corrupt regimes. Supply chain management becomes increasingly complex when organizational operations in the delivery of products are interrupted. Supply chain interruption can have poor impact on sales and it can even push up the cost of transportation. Managers, who are able to reduce and manage supply chain risks are able to enhance the company’s competitive position more and can produce higher returns and business growth. To reduce uncertainties from the supply chain, managers need to consider risk-adjusted methods keeping in view the exact design of supply chain, as it will improve fundamental areas in the downstream and upstream of the chain in both domestic and global trade. EXERCISES Write your own essay regarding the Supply Chain Management and trading system. Indicate pros and cons of worldwide trading, globalization of Supply Chain Management and possible innovations in the sphere of management. Use the example above as an exhibit. Copyright © 2021 ESSAY 5 References Baldwin, R. (2013). Trade and industrialization after globalization's second unbundling: how building and joining a supply chain are different and why it matters. InGlobalization in an age of crisis: Multilateral economic cooperation in the twenty-first century(pp. 165- 212). University of Chicago Press. Retrieved from: http://www.nber.org/chapters/c12590.pdf Elms, D. K., & Low, P. (Eds.). (2013).Global value chains in a changing world. Geneva: World Trade Organization. Retrieved from: http://www10.iadb.org/intal/cartamensual/Cartas/PDF/208/es/CartaMensual208_Centro% 20de%20Documentaci%C3%B3n%20INTAL_Bibliograf%C3%ADa%20Destacada%20 del%20Mes_Art2.pdf Seuring, S. (2013). A review of modeling approaches for sustainable supply chain management.Decision support systems,54(4), 1513-1520. Retrieved from: https://www.researchgate.net/profile/Stefan_Seuring/publication/257207230_DSS_Seuri ng_ModellingSustSCM_final_2012_04_24/links/00b7d524a72d4707a1000000.pdf"
Apr 23 2021 06:43 AM,Writing,Essay,Reflection Paper #3Topic 1: Rudinow offered a variety of arguments for and against white...,"Reflection Paper #3Topic 1: Rudinow offered a variety of arguments for and against white musicians playing the blues. We also studied several paintings and instillations by white women who may have appropriated the deaths of black men for their own gain. Further, we also discussed the colonial history of exhibiting and displaying native and aboriginal bodies in portraiture and museums, hopefully recognizing the problematic nature of these works and displays. In the end, the point of the essays and the corresponding encounters with these artworks was to highlight the possible ethical quandaries that may arise when artists and museum curators fail to acknowledge their own privileges and historical dependency on other cultures and peoples. Looking to any artwork you chose (even stuff we didn’t discuss) ask if there are ethical limits to the incorporation of other cultures into our art and expression? If so, why? If not, why? You may also chose to explore the question of what responsibilities do present day art-lovers have to rewriting or transforming the artwork that historically oppressed particular cultures, e.g. native or aboriginal works?Topic 2: As many effective altruist would claim, we must abandon ourselves to complete charity and activism in order to safeguard our planet and to care for peoples and cultures in need. Some effective altruists even claimed that art is not something good for itself but only for its consequences. As such art that doesn’t effectively promote social justice may be a waste of time and resources. Please discuss how particular forms of art promote social justice, ease suffering, etc. or how despite not advancing the so-called good, such art is still good for society. Further, you may also discuss the role that art should play in the world today, in business, politics, activism. What role should it play in the humanities and in education?Topic 3: As we saw in both the last unit and this unit, visual art spans a wide spectrum. Utilizing any of the artists we discussed in class ask whether visual art is an effective vehicle for promoting social justice? How might the viewing of art simply lead to complacency or a sense that just by witnessing the art work, you have done some “good”? What does art need to do in order to be effective in promoting social justice rather than being a vehicle for voyeurism?"
Apr 21 2021 12:34 PM,Writing,Essay,You have read a piece of Comedy for this unit : [The Second Bakery Attack by Haruki Murakami ( PDF...,"You have read a piece of Comedy for this unit :     	 [The Second Bakery Attack by Haruki Murakami (PDF) ]      . For this experiment in analysis, you are to write a 3-4 paragraph diary entry for one of the characters in the story you’ve read this week. It should be on any day that is NOT listed in the story. For example, if the main character stole a horse in the story, you can write about what YOU think the character does on the other days of his life.    A great way to start would be, “Dear Diary” and then just tell what you think that person would write in his or her diary. You should use a lot of thought for this, but also have fun with it."
Apr 23 2021 10:41 AM,Writing,Essay,What types of UDL strategies do you see being implemented in your practicum classroom (Early...,"What types of UDL strategies do you see being implemented in your practicum classroom (Early childhood education)? Do you find them to be effective? Do these strategies allow young students to adapt to the classroom environment? Provide a detailed, but concise explanation. Min 40 words or more"
Apr 23 2021 10:40 AM,Writing,Essay,Tier 1 is the whole class in t he room with the general education teacher. The students can work...,"Tier 1 is the whole class in t he room with the general education teacher. The students can work in small groups within the classroom Students abilities are tracked through class participation, class work, tests and homework.       Tier 2 Is when the student is pulled out of the classroom to receive small group interventions. The student will go to a different room a couple of times a week to be able to work on lessons that are on their level. This student will not work on the same lessons as the class depending on the subject they are getting intervention in. If its reading then the student will not participate in anything ELA with their class but will do so in RTI.       Tier 3 is when the other two tiers are not helping the student. This is when the student is in an even smaller group or maybe even one on one with a special education setting. This can be an inclusion classroom or in the general education setting having a paraprofessional there to assist only that student throughout the day. The student will go out of the room still for interventions such as speech, ELA or math help.       From being in the classroom I have seen a few students who were on different levels the teacher would teach a lesson and give the students readings that were on their level. This one lesson was on complicated machines and the teacher had small books printed out for the students. The group that were on level got the book that had vocabulary words highlighted along with more complex sentences. Min 40 words or more"
Apr 23 2021 08:53 AM,Writing,Essay,"Prepare the portfolio paper using the following guidelines:A minimum of 8 pages not to exceed 12,...","Prepare the portfolio paper using the following guidelines:A minimum of 8 pages not to exceed 12, typed, double-spaced, Times New Roman font, using APA standardTitle page, including title of paper, your name, course name and course number, date of submission (page 1) A minimum of 8 pages including a summary of your understanding of the biblical implications for the topic (pages 2-11) Apply the ""model for making moral decisions"" studied in Unit Three What about patient autonomy?Rationing of health care resources? Conflicting views regarding end-of-life care? What could have been done to avoid this? What about privacy? Are there any federal laws which are relevant to this patient's care? Is the ACHE Code of Ethics helpful? Does anything change if your hospital: (a) is a state-owned facility; or (b) isaffiliated with a certain Christian denomination; or (c) if it is a private for-profitfacility? Anything else you think to be relevant A reference page (page 12) A minimum of 6 references are required, including the text, the Holy Bible, books andarticles from academic sources (Net Library), and other periodicals. You are the director of respiratory therapy at a large regional medical center. There is an 85 year old, female, Hispanic patient in the adult intensive care unit. The admitting diagnosis for the patient is ""stroke."" Prior to admission the patient had a history of heart and pulmonary problems, and lung cancer (successfully treated by surgery and radiation 10 years ago). Tests conducted since admission have discovered early stage liver cancer. The patient has been in a comatose state ever since admission, unable to communicate or move. Since Patient is unable to breathe on her own, she is also on a ventilator. The patient was admitted 15 days ago, she is without insurance and has no proof of citizenship. The hospital business office wants to know if she can be discharged from AICU which costs the hospital $9,000 per day, or if the family will agree to disconnect the ventilator. The attending physician is new on the medical staff and is unsure of the patient's prognosis. The AICU is full so the discharge planner is under pressure from his supervisor to free up the bed, which is needed for other critical patients. The patient's family has been adamant that God will perform a miracle and the patient will walk out of the hospital. They are strongly against withdrawal of any life support or of reducing any standard of care. Patient's children are all adults, natural born citizens of the U.S. who own a successful well-known local business. A local TV station has been 'covering the story' although they have not publicly disclosed the patient's name. The state governor has come out publicly stating that illegal aliens are a drain on our state's resources and should be sent back to their countries of origin. The governor's challenger (whose daughter is a nursing student in AICU) says there is a moral duty to care for everyone. You are scheduled to meet with the hospital ethics committee tomorrow. After the meeting you, the physician, and the AICU chaplain are to meet with the patient's family regarding the patient's course of care. How will you prepare for the upcoming meeting with the hospital ethics committee? What issues do you expect will come up during that meeting? What will you say to the patient's family?"
Mar 31 2021 08:39 PM,Writing,Essay,List the advantages and disadvantages of children playing video games. What would you do if a...,List the advantages and disadvantages of children playing video games. What would you do if a parent approached you and asked your opinion about allowing children to play video games? Min 40 words or more
Apr 24 2021 05:24 AM,Writing,Essay,"Observe an early childhood classroom that includes children with exceptionalities, paying...","Observe an early childhood classroom that includes children with exceptionalities, paying attention to Response to Intervention or multi-tier system of supports. Resource links: 25:39 RTI Math Lesson-https://youtu.be/aiFpVk2JjWo 58:22 Data Collection Practices, Behavioral Interventions for Individuals and Groups- https://youtu.be/mgppBHckrZ4 3:34 How does teacher use of student assessment data change instructional practice?-https://youtu.be/ziky7Br8PtY 5:13 How To Use Data To Make Effective Instructional Decisions-https://youtu.be/AKyMOYVCbag 4:47 Using Data to Support Teacher and Student Growth-https://youtu.be/PhMkqjbiSaA 6:23 Data-Driven Instructional Decision Making-https://youtu.be/PU5_LYN_-ls 8:42 Using Data to Make Decisions Tier 1-https://youtu.be/4KEymPlIwaQ 9:46 Using Data to Make Decisions - Tier 2 (COST)-https://youtu.be/yrshiILEQDA 10:38 Using Tier 3 Data to Make Decisions-https://youtu.be/psRgHPtl-XE 11:39 What do I do after I collect student data? | Progress Monitoring with Mrs. D-https://youtu.be/yTDwvV3C96M With at least one of the identified students, work with him or her using the intervention strategies the mentor teacher has in place. In reviewing your observations with your mentor teacher, ask to see examples of RTI data. Discuss the following: How he or she collects and uses data to make instructional decisions. How he or she has made improvements in data collection and intervention processes. How assessment results can be used in the development and implementation of individualized plans. Why that intervention was chosen for the selected students. In any remaining field experience hours, assist the teacher in providing instruction and support to the class. In 250-500 words, summarize and reflect upon your observations and consider whether you liked the way that your mentor teacher collects, records, and stores data. Explain why and how you would do those tasks differently. Discuss whether or not you feel the intervention you implemented with the identified student was effective. What suggestions, if any, do you have for improving learning outcomes for the identified student? APA format is not required, but solid academic writing is expected. This assignment uses a rubric. Review the rubric prior to beginning the assignment to become familiar with the expectations for successful completion. Submit this assignment to your instructor in LoudCloud by the end of the topic. 
         
            
             
                 
                     Attachments:  
                 
                 Rubric-Print-....xlsx"
Mar 18 2021 11:51 AM,Writing,Essay,"What kind of corporate – level strategy is Tyco pursuing? What is Tyco’s multibusiness model, and...","What kind of corporate – level strategy is Tyco pursuing? What is Tyco’s multibusiness model, and in what way could it create value?"
Apr 23 2021 10:39 AM,Writing,Essay,The only two UDL strategies I have observed and am aware of in the kindergarten classroom I am...,"The only two UDL strategies I have observed and am aware of in the kindergarten classroom I am performing my practicum in is a flexible setup and the student’s grades being used to reinforce their goals and not just their performance. Although the primary set up is fixed, my mentor does have flex-spaces for student’s independent needs throughout the classroom. Unfortunately, not as much as she has in years previous because due to COVID our district has applied stricter guidelines with regards to both primary seating and flex-seating arrangement. With regards to her student’s grades, and once again, due to COVID, it has unfortunately caused her students to show significant academic delays as at the beginning of the school year was virtual learning and many students did not return to in-person learning until January, so academics did suffer greatly. As with many other educators, it has been a struggle for her to get her students up to the level of academic performance of where they should be this time of the year.    There are a couple UDL’s that Understood references that I would like to observe and will need to reach out to other educators to see if they do incorporate these UDL’s into their classroom. They include their teaching techniques focusing on what is taught and how, how they make accommodations for all of their students, not just those with IEP’s or 504 plans, working with individual students to determine how the students will learn the material to meet their learning goals, and other ways a student can show what they know by completing the same assignment as their peers, only in a different format. comment as you see fit min 40 words or more"
Apr 23 2021 04:59 AM,Writing,Essay,Topic: (food packaging in supermarket) 1000 word persuasive essay ( persuade people not to buy...,"Topic: (food packaging in supermarket) 1000 word persuasive essay ( persuade people not to buy food packaging in supermarkets) Introduction (hook, persuasive thesis, WHO you are trying to persuade, relevance of the topic) Body paragraph 1: (each body paragraph must have 1 main paragraph topic and two Sub-topics, example: paragraph topic: health, two sub topics are cardiovascular disease, obesity ) Body paragraph 2:  (- topic sentence, state two subtopics, ) Body paragraph 3:  ” ” ” ” ” Conclusion : Apa citations (attached file is an example) 
         
            
             
                 
                     Attachments:  
                 
                 145-Example-e....docx"
Apr 24 2021 07:04 AM,Writing,Essay,Early childhood teachers will have students with a variety of skill levels and behavioral needs...,"Early childhood teachers will have students with a variety of skill levels and behavioral needs in the classroom. Using data gathered from observations and other assessments allows teachers to appropriately provide interventions, sometimes in the form of RTI or MTSS, to meet the individual needs of all students. Reflect on the creation of the visual representation of your ideal classroom in the “Creating Positive Environments: Motivation and Intervention” assignment as well as your observations during Clinical Field Experiences A and B. Based on your experiences, compose a 750-1,000 word narrative that includes: A Universal Design for Learning (UDL) strategy to be used specific to each classroom space.  A description of how data collection will drive changes in each classroom space. A description of interventions, for all three RTI tiers, for each classroom space. A description of motivational and instructional interventions that can teach young children how to adapt to the classroom environment. Support your choices citing this week’s readings and 2-3 additional scholarly resources. Prepare this assignment according to the guidelines found in the APA Style Guide, located in the Student Success Center. An abstract is not required. This assignment uses a rubric. Review the rubric prior to beginning the assignment to become familiar with the expectations for successful completion. 
         
            
             
                 
                     Attachments:  
                 
                 Rubric-Print-....xlsx Sophia-Richar....docx"
Apr 07 2021 04:39 AM,Writing,Essay,Capacity management is a critical component of long term decision making because it is a...,"Capacity management is a critical component of long term decision making because it is a fundamental part of all facility investment decisions which are difficult to change or reverse. Discuss whether organisations should work based on an effective or peak capacity? Moreover, discuss if capacity cushion important to all organisations? Please support your work with at least 2 high quality journal references. 
         
            
             
                 
                     Attachments:  
                 
                 blog-1--1-.docx assessment-2-....docx blog-2--2-.docx"
Apr 02 2021 02:39 AM,Writing,Essay,I had a huge issue with reducing recess to only one class in the day as it would cut out a chance...,"I had a huge issue with reducing recess to only one class in the day as it would cut out a chance for student exercise and time spent outside, and would like to know why. If you could sit down with him or her, I would ask him or her if we could talk about it. I will go on record and clarify to them why recess is important. Compiled from information on the authors consulted with researchers in early childhood growth. as a class time is spent during the day's blocks (one moment in the day) is set aside for physical, social, and cognitive tasks, recess was inherent could not be held to any longer It is imperative that the students take a break between activities so they have a chance to catch their breath. It is vital to me as a teacher to allow students to engage outside of the classroom as it gives them the ability to gain perspective on the class activities. They believe like being in the classroom every day means being introduced to all of the school's academic content, so this seems like a pretty good place to them. It is probably good for them to have a break from work for a while each day. By giving the students a chance to relax and have fun, recess could boost their academic performance in the classroom. One of the most important things we can do is to meet people who have similar values and ambitions. comment as you see fit. min 40 words or more"
Apr 02 2021 02:39 AM,Writing,Essay,The advantages of playing video games when it comes to academics in today’s age is extremely high...,"The advantages of playing video games when it comes to academics in today’s age is extremely high. All children for the past year have been taught not only over the computer but learning games as well. It seems as though the learning games are helping the early educational students tremendously. Games are always fun to children so when you put it in learning form it is not only fun but it helps the children remember. The disadvantages I would say that video games have is an addiction to sitting in from of a device. A lot of children tend to sit in their rooms and just eat and play games. That is why a lot of children are at a high risk of obesity in America. Video games ca also keep you away from the outside world and have you no social life. Another disadvantage would be when you look at the device for so long it puts a strain on the eyes. If I was approached by parents about playing video games I will then explain to them that I understand the advantages and disadvantages of video games. However, the students in todays age are learning a lot more efficiently off of games. The children are also allowed on the yard for 20 mins of recess time as well. Comment as you see fit. Min 40 words or more"
Apr 04 2021 02:39 PM,Writing,Essay,write a short statement indicating practical and realistic strategies for addressing your...,write a short statement indicating practical and realistic strategies for addressing your learning weaknesses 250 maximum words
Apr 06 2021 04:39 AM,Writing,Essay,"""Recess is vital to my sanity as an educator! All kidding aside, physical activity for children...","""Recess is vital to my sanity as an educator! All kidding aside, physical activity for children of all ages is going to help them stay on track in the classroom. Its going to improve their social and emotional development as well as their memory, and concentration for learning. The CDC recommends a regularly scheduled recess period monitored by trained staff in the middle of the school day to promote physical activity and play for all grade levels. I would tell the principal that eliminating recess would be going against our overall goals for your students."" Do you think the pandemic has changed outdoor activity for children? 30 words min or more"
Mar 22 2021 05:58 AM,Writing,Essay,"While the title character of Othello is treated like a war hero, it is also clear that the...","While the title character of  Othello  is treated like a war hero, it is also clear that the characters reduce him to stereotypes based on race, referring to him as a “devil,” a “black ram,” and a “Barbary horse,” amongst other things. What does the play so far suggest about early modern views of racial difference and racial stereotypes? How is Desdemona treated and what are we to make of the gender dynamics between her and the male characters? Are Iago’s jealousy and machinations tinged with racism?    Write a paper that develops an argument about race, gender, or social status in  Othello . This paper may address the previous questions or choose to focus more on gender or social status. You may focus on Acts I through III for this paper; you do not have to have finished the play. You should have a  debatable  main claim, and the paper must include an introduction, body paragraphs, and conclusion."
Apr 06 2021 11:39 AM,Writing,Essay,"Using Light, Burgess and Duguay’s (2018) Walkthrough methodology, conduct a walkthrough of an app...","Using Light, Burgess and Duguay’s (2018) Walkthrough methodology, conduct a walkthrough of an app of your choosing. Write an analysis of the results addressing the key areas central to the walkthrough approach. Why am I doing this assignment? The purpose of this assignment is for you to critically think about the affordances and architecture of networked technology and to begin thinking about how the structure and features of an app are designed to shape user engagement and build an imagined networked public. The essay should consider and reflect on the ways users may resist these technical arrangements and appropriate the app technology for their own purposes. The key learning outcomes from this assignment will be 1) developing an understanding of how networked technologies are designed and used to engage users and 2) the ability to critically identify and analyse the cultural, political and social meanings embedded within apps. What do I have to do? The walkthrough method is a user-centred research approach that provides a way to critically analyse apps by engaging with an app’s interface. Essentially, the method establishes a foundational corpus of data from which researchers can build a more detailed and critical analysis of an app’s  intended purpose, embedded cultural meanings and implied ideal users and uses. Your Walkthrough Essay must analyse and discuss your chosen app’s: - Vision - Operating model - Modes of governance This assignment will involve you deploying the walkthrough technique and systematically analysing the various stages of app use including: - App registration and entry - Everyday use - Discontinuation of use You may use screenshots to support the documentation process. A good essay will move beyond descriptions of the app and will critically discuss the symbolic meanings of the features, linking them to cultural, political and social values that may be embedded within the apps. It should also consider how users may resist or appropriate the affordances on the app and how this behaviour may challenge or continue to perpetuate particular cultural values. Word Limit:1,500 words (references not included) Criteria for Marking: - Understanding and demonstration of the method - A critical and analytical evaluation of the results - An explicit and comprehensive engagement with broader themes and concepts - Supported and evidenced argument - Appropriate use of documentation - Clarity and fluency of written expression"
Apr 03 2021 05:39 AM,Writing,Essay,"This one is an interesting question! My family is full of gamers, so I would side with the...","This one is an interesting question! My family is full of gamers, so I would side with the advantages of video games for the most part, but I cannot ignore the disadvantages! Let us start with the positives, hand eye coordination skills at work, as well as problem solving, socializing virtually can be a great skill to learn, and then lastly depending on the video game there is much to learn! Now as for the disadvantages, the biggest one is time flies when you are having fun! Be careful to monitor the amount of time spent on a video game. While playing a video game the body is not moving, lack physical activity could be a concern. There are some that might caution that video games could be addicting, I believe that teaching moderation is key. One last thing I would caution a parent about is to look out for the video game ratings, and make sure that its appropriate for the age of their child. Comment as you fit. Min 40 words or more"
